"Scientific name","Common name","Coverage","URL",
"Eleutherodactylus coqui","Caribbean tree frog","Full","https://www.cabi.org/isc/datasheet/84734",
"eastern equine encephalitis virus","","Full","https://www.cabi.org/isc/datasheet/84274",
"Crimean-Congo hemorrhagic fever","","Full","https://www.cabi.org/isc/datasheet/87383",
"Crimean-Congo hemorrhagic fever virus","","Full","https://www.cabi.org/isc/datasheet/87385",
"Escherichia coli","","Full","https://www.cabi.org/isc/datasheet/83003",
"Cynodon nlemfuensis","African Bermuda-grass","Full","https://www.cabi.org/isc/datasheet/86155",
"Chlamydophila psittaci","","Full","https://www.cabi.org/isc/datasheet/89286",
"Chlamydia trachomatis","","Full","https://www.cabi.org/isc/datasheet/89294",
"Chlamydophila pneumoniae","","Full","https://www.cabi.org/isc/datasheet/89299",
"contagious equine metritis","","Full","https://www.cabi.org/isc/datasheet/88088",
"contagious agalactia","","Full","https://www.cabi.org/isc/datasheet/88093",
"Tecia solanivora","potato tuber moth","Full","https://www.cabi.org/isc/datasheet/52956",
"Striga densiflora","witchweed","Full","https://www.cabi.org/isc/datasheet/51783",
"Solanum torvum","turkey berry","Full","https://www.cabi.org/isc/datasheet/50559",
"yellow head disease","","Full","https://www.cabi.org/isc/datasheet/59802",
"Strawberry vein banding virus","vein banding of strawberry","Full","https://www.cabi.org/isc/datasheet/52407",
"Tamarix canariensis","Canary Island tamarisk","Full","https://www.cabi.org/isc/datasheet/52486",
"Tamarix gallica","French tamarisk","Full","https://www.cabi.org/isc/datasheet/52492",
"Tamarix parviflora","small-flower tamarisk","Full","https://www.cabi.org/isc/datasheet/52499",
"Zelkova serrata","Japanese selkova","Full","https://www.cabi.org/isc/datasheet/57427",
"Zeuzera pyrina","wood leopard moth","Full","https://www.cabi.org/isc/datasheet/57497",
"Tropilaelaps","","Full","https://www.cabi.org/isc/datasheet/55051",
"Canna x generalis","canna lily","Full","https://www.cabi.org/isc/datasheet/78255196",
"Ensis directus","","Full","https://www.cabi.org/isc/datasheet/109988",
"Tabanidae","","Full","https://www.cabi.org/isc/datasheet/105617",
"Erschoviella musculana","Asian walnut moth","Full","https://www.cabi.org/isc/datasheet/21877",
"Fimbristylis dichotoma","tall fringe rush","Full","https://www.cabi.org/isc/datasheet/20680",
"Ipomoea cairica","five-fingered morningglory","Full","https://www.cabi.org/isc/datasheet/28786",
"Ipomoea carnea","","Full","https://www.cabi.org/isc/datasheet/28787",
"Ipomoea triloba","three-lobe morning glory","Full","https://www.cabi.org/isc/datasheet/28799",
"Holmskioldia sanguinea","Chinese hat plant","Full","https://www.cabi.org/isc/datasheet/27525",
"Duponchelia fovealis","Southern European marshland pyralid","Full","https://www.cabi.org/isc/datasheet/20168",
"Haematoxylum campechianum","logwood","Full","https://www.cabi.org/isc/datasheet/26332",
"Erythrina berteroana","coralbean","Full","https://www.cabi.org/isc/datasheet/22002",
"Erythrina poeppigiana","coral tree","Full","https://www.cabi.org/isc/datasheet/22041",
"Heterodera ciceri","chickpea cyst nematode","Full","https://www.cabi.org/isc/datasheet/27022",
"Pacifastacus leniusculus","American signal crayfish","Full","https://www.cabi.org/isc/datasheet/70581",
"Lucania parva","rainwater killifish","Full","https://www.cabi.org/isc/datasheet/76748",
"Hoplosternum littorale","armoured catfish","Full","https://www.cabi.org/isc/datasheet/79822",
"lumpy skin disease virus","","Full","https://www.cabi.org/isc/datasheet/76779",
"Huso huso","beluga","Full","https://www.cabi.org/isc/datasheet/79864",
"Perca fluviatilis","perch","Full","https://www.cabi.org/isc/datasheet/70037",
"infection with Perkinsus olseni","","Full","https://www.cabi.org/isc/datasheet/70074",
"Misgurnus anguillicaudatus","oriental weatherloach","Full","https://www.cabi.org/isc/datasheet/75075",
"Spiraea chamaedryfolia","germander meadowsweet","Full","https://www.cabi.org/isc/datasheet/121882",
"Euphorbia umbellata","African milk bush","Full","https://www.cabi.org/isc/datasheet/121883",
"Burkholderia caryophylli","bacterial wilt of carnation","Full","https://www.cabi.org/isc/datasheet/44938",
"Ralstonia solanacearum race 1","bacterial wilt of solanaceous crops","Full","https://www.cabi.org/isc/datasheet/44998",
"Ralstonia solanacearum race 2","moko disease","Full","https://www.cabi.org/isc/datasheet/44999",
"Schilbe mystus","African butter catfish","Full","https://www.cabi.org/isc/datasheet/120107",
"Barleria lupulina","hophead Philippine violet","Full","https://www.cabi.org/isc/datasheet/120108",
"Clerodendrum wallichii","Wallich's glorybower","Full","https://www.cabi.org/isc/datasheet/120110",
"Combretum grandiflorum","showy combretum","Full","https://www.cabi.org/isc/datasheet/120112",
"Digitaria fuscescens","yellow crab grass","Full","https://www.cabi.org/isc/datasheet/120118",
"Lactuca floridana","woodland lettuce","Full","https://www.cabi.org/isc/datasheet/120123",
"Pelargonium peltatum","ivy geranium","Full","https://www.cabi.org/isc/datasheet/120128",
"Pelargonium zonale","horseshoe pelargonium","Full","https://www.cabi.org/isc/datasheet/120129",
"Sida repens","Javanese fanpetals","Full","https://www.cabi.org/isc/datasheet/120138",
"Protopterus aethiopicus aethiopicus","marbled lungfish","Full","https://www.cabi.org/isc/datasheet/120144",
"Nelsonia canescens","blue pussyleaf","Full","https://www.cabi.org/isc/datasheet/120146",
"Odontonema cuspidatum","Cardinal’s guard","Full","https://www.cabi.org/isc/datasheet/120147",
"Sanchezia speciosa","shrubby whitevein","Full","https://www.cabi.org/isc/datasheet/120148",
"Astatoreochromis alluaudi","Alluaud's haplo","Full","https://www.cabi.org/isc/datasheet/120150",
"Rauvolfia caffra","quinine tree","Full","https://www.cabi.org/isc/datasheet/46839",
"Phoenix canariensis","Canary Island date palm","Full","https://www.cabi.org/isc/datasheet/40697",
"Phellinus noxius","brown tea root disease","Full","https://www.cabi.org/isc/datasheet/40154",
"Sechium edule","chayote","Full","https://www.cabi.org/isc/datasheet/49493",
"Salvia splendens","scarlet sage","Full","https://www.cabi.org/isc/datasheet/48213",
"Salmonella","","Full","https://www.cabi.org/isc/datasheet/48237",
"Salsola vermiculata","Mediterranean saltwort","Full","https://www.cabi.org/isc/datasheet/48244",
"Rhadinaphelenchus cocophilus","red ring nematode","Full","https://www.cabi.org/isc/datasheet/47035",
"Rhagoletis completa","walnut husk fly","Full","https://www.cabi.org/isc/datasheet/47053",
"Rhagoletis fausta","black cherry fruit fly","Full","https://www.cabi.org/isc/datasheet/47055",
"Rhagoletis mendax","blueberry fruit fly","Full","https://www.cabi.org/isc/datasheet/47057",
"avian metapneumovirus","","Full","https://www.cabi.org/isc/datasheet/92920",
"Babesia bovis","","Full","https://www.cabi.org/isc/datasheet/92969",
"Babesia divergens","","Full","https://www.cabi.org/isc/datasheet/92973",
"Babesia ovis","","Full","https://www.cabi.org/isc/datasheet/92984",
"bovine genital campylobacteriosis","","Full","https://www.cabi.org/isc/datasheet/91728",
"bovine anaplasmosis","","Full","https://www.cabi.org/isc/datasheet/91734",
"bovine tuberculosis","","Full","https://www.cabi.org/isc/datasheet/91739",
"Carassius gibelio","Prussian carp","Full","https://www.cabi.org/isc/datasheet/90562",
"Carassius auratus auratus","goldfish","Full","https://www.cabi.org/isc/datasheet/90563",
"Carassius carassius","crucian carp","Full","https://www.cabi.org/isc/datasheet/90564",
"Carassius cuvieri","Japanese crucian carp","Full","https://www.cabi.org/isc/datasheet/90565",
"Callosciurus erythraeus","Pallas's squirrel","Full","https://www.cabi.org/isc/datasheet/91200",
"Macrobrachium rosenbergii","giant freshwater prawn","Full","https://www.cabi.org/isc/datasheet/96269",
"African swine fever virus","","Full","https://www.cabi.org/isc/datasheet/95043",
"Caesalpinia violacea","brasiletto","Full","https://www.cabi.org/isc/datasheet/10738",
"Clusia rosea","","Full","https://www.cabi.org/isc/datasheet/16942",
"Cupaniopsis anacardioides","carrotwood","Full","https://www.cabi.org/isc/datasheet/16989",
"Cenchrus echinatus","southern sandbur","Full","https://www.cabi.org/isc/datasheet/14501",
"Chrysanthemum stem necrosis virus","","Full","https://www.cabi.org/isc/datasheet/13364",
"Ceratocystis fagacearum","oak wilt","Full","https://www.cabi.org/isc/datasheet/12142",
"Dendroctonus pseudotsugae","Douglas-fir beetle","Full","https://www.cabi.org/isc/datasheet/18355",
"Dendroctonus rufipennis","spruce beetle","Full","https://www.cabi.org/isc/datasheet/18357",
"Coptotermes sjostedti","","Full","https://www.cabi.org/isc/datasheet/15295",
"Dendrolimus superans sibiricus","Siberian silk moth","Full","https://www.cabi.org/isc/datasheet/18371",
"Cassava brown streak viruses","cassava brown streak disease","Full","https://www.cabi.org/isc/datasheet/17107",
"Calopogonium caeruleum","jicama","Full","https://www.cabi.org/isc/datasheet/14059",
"Diodia teres","poorjoe","Full","https://www.cabi.org/isc/datasheet/19056",
"Taura syndrome virus","","Full","https://www.cabi.org/isc/datasheet/61800",
"Taylorella equigenitalis","","Full","https://www.cabi.org/isc/datasheet/61809",
"Tritrichomonas foetus","","Full","https://www.cabi.org/isc/datasheet/60673",
"Renibacterium salmoninarum","","Full","https://www.cabi.org/isc/datasheet/66866",
"Toxoplasma gondii","","Full","https://www.cabi.org/isc/datasheet/61379",
"Pylodictis olivaris","flathead catfish","Full","https://www.cabi.org/isc/datasheet/67542",
"viral hemorrhagic septicemia virus","","Full","https://www.cabi.org/isc/datasheet/66348",
"Psittacus erithacus","African grey parrot","Full","https://www.cabi.org/isc/datasheet/67079",
"Acacia podalyriifolia","pearl acacia","Full","https://www.cabi.org/isc/datasheet/111976",
"Desmodium uncinatum","Silver-leaf desmodium","Full","https://www.cabi.org/isc/datasheet/113851",
"Nephrolepis brownii","Asian swordfern","Full","https://www.cabi.org/isc/datasheet/115772",
"Lycium ferocissimum","African boxthorn","Full","https://www.cabi.org/isc/datasheet/31903",
"Myicola ostreae","","Full","https://www.cabi.org/isc/datasheet/110220",
"Myicola ostreae infestation","","Full","https://www.cabi.org/isc/datasheet/110221",
"Gaillardia pulchella","Indian blanket","Full","https://www.cabi.org/isc/datasheet/110246",
"Pluchea indica","Indian camphorweed","Full","https://www.cabi.org/isc/datasheet/116400",
"Clerodendrum bungei","rose glorybower","Full","https://www.cabi.org/isc/datasheet/113370",
"Clerodendrum chinense","Chinese glory bower","Full","https://www.cabi.org/isc/datasheet/113371",
"Clerodendrum speciosissimum","Java glory bower","Full","https://www.cabi.org/isc/datasheet/113372",
"Matsucoccus feytaudi","maritime pine bast scale","Full","https://www.cabi.org/isc/datasheet/32657",
"Monomorium pharaonis","pharaoh ant","Full","https://www.cabi.org/isc/datasheet/34587",
"Sinapis arvensis","wild mustard","Full","https://www.cabi.org/isc/datasheet/117180",
"Acrocarpus fraxinifolius","shingle tree","Full","https://www.cabi.org/isc/datasheet/2826",
"Leptochloa chinensis","Chinese sprangletop","Full","https://www.cabi.org/isc/datasheet/30207",
"Noctua pronuba","common yellow underwing moth","Full","https://www.cabi.org/isc/datasheet/36417",
"Peltophorum pterocarpum","copperpod","Full","https://www.cabi.org/isc/datasheet/39510",
"Icerya samaraia","steatococcus scale","Full","https://www.cabi.org/isc/datasheet/119081",
"Maize chlorotic mottle virus","","Full","https://www.cabi.org/isc/datasheet/32129",
"Maesopsis eminii","umbrella tree","Full","https://www.cabi.org/isc/datasheet/32199",
"Orseolia oryzivora","African rice gall midge","Full","https://www.cabi.org/isc/datasheet/38391",
"Arenga pinnata","sugar palm","Full","https://www.cabi.org/isc/datasheet/3568",
"Phytoplasma prunorum","apricot chlorotic leafroll","Full","https://www.cabi.org/isc/datasheet/34065",
"Oidium anacardii","cashew powdery mildew","Full","https://www.cabi.org/isc/datasheet/37161",
"Vachellia macracantha","porknut","Full","https://www.cabi.org/isc/datasheet/2318",
"Acacia mellifera","black thorn","Full","https://www.cabi.org/isc/datasheet/2328",
"Barleria cristata","Philippine violet","Full","https://www.cabi.org/isc/datasheet/8509",
"Barleria prionitis","porcupine flower","Full","https://www.cabi.org/isc/datasheet/8510",
"Allium vineale","crow garlic","Full","https://www.cabi.org/isc/datasheet/4255",
"Asphodelus tenuifolius","onionweed","Full","https://www.cabi.org/isc/datasheet/7377",
"Cestrum diurnum","day jessamine","Full","https://www.cabi.org/isc/datasheet/89953",
"Averrhoa bilimbi","bilimbi","Full","https://www.cabi.org/isc/datasheet/8081",
"Dermatophilus congolensis","","Full","https://www.cabi.org/isc/datasheet/85677",
"Ipomoea hildebrandtii","","Full","https://www.cabi.org/isc/datasheet/51512130",
"Euryops chrysanthemoides","African bush daisy","Full","https://www.cabi.org/isc/datasheet/13290182",
"Sturnus vulgaris","common starling","Full","https://www.cabi.org/isc/datasheet/51979",
"Xanthomonas oryzae pv. oryzicola","bacterial leaf streak of rice","Full","https://www.cabi.org/isc/datasheet/56977",
"Tremex fuscicornis","Tremex wasp","Full","https://www.cabi.org/isc/datasheet/54516",
"Zoysia matrella","Manila grass","Full","https://www.cabi.org/isc/datasheet/57628",
"Vinca major","Big periwinkle","Full","https://www.cabi.org/isc/datasheet/56402",
"Crocosmia x crocosmiiflora","montbretia","Full","https://www.cabi.org/isc/datasheet/55282",
"Euwallacea destruens","","Full","https://www.cabi.org/isc/datasheet/57156",
"Xyleborus volvulus","","Full","https://www.cabi.org/isc/datasheet/57177",
"Petricolaria pholadiformis","false angel wing","Full","https://www.cabi.org/isc/datasheet/108908",
"Bidens frondosa","beggarticks","Full","https://www.cabi.org/isc/datasheet/108916",
"Leptocybe invasa","blue gum chalcid","Full","https://www.cabi.org/isc/datasheet/108923",
"Phytophthora austrocedri","","Full","https://www.cabi.org/isc/datasheet/108927",
"Heracleum sosnowskyi","Sosnowskyi's hogweed","Full","https://www.cabi.org/isc/datasheet/108958",
"Amylostereum areolatum","","Full","https://www.cabi.org/isc/datasheet/108964",
"Eichhornia azurea","anchored water hyacinth","Full","https://www.cabi.org/isc/datasheet/108967",
"Lemna minuta","","Full","https://www.cabi.org/isc/datasheet/108968",
"Sargassum muticum","wire weed","Full","https://www.cabi.org/isc/datasheet/108973",
"Hedychium flavescens","wild ginger","Full","https://www.cabi.org/isc/datasheet/107733",
"Corbula amurensis","Amur River clam","Full","https://www.cabi.org/isc/datasheet/107736",
"Didymosphenia geminata","didymo","Full","https://www.cabi.org/isc/datasheet/107737",
"Spartina alterniflora","smooth cordgrass","Full","https://www.cabi.org/isc/datasheet/107740",
"Cabomba caroliniana","Carolina fanwort","Full","https://www.cabi.org/isc/datasheet/107743",
"Fallopia sachalinensis","giant knotweed","Full","https://www.cabi.org/isc/datasheet/107744",
"Typha x glauca","hybrid cattail","Full","https://www.cabi.org/isc/datasheet/107745",
"Nymphoides peltata","yellow floating-heart","Full","https://www.cabi.org/isc/datasheet/107746",
"Pelagia noctiluca","mauve stinger","Full","https://www.cabi.org/isc/datasheet/107747",
"Phalloceros caudimaculatus","dusky millions fish","Full","https://www.cabi.org/isc/datasheet/107749",
"Polysiphonia brodiei","","Full","https://www.cabi.org/isc/datasheet/107751",
"Arcuatula senhousia","Asian date mussel","Full","https://www.cabi.org/isc/datasheet/107753",
"Alexandrium minutum","","Full","https://www.cabi.org/isc/datasheet/107755",
"Alitta succinea","pile worm","Full","https://www.cabi.org/isc/datasheet/107757",
"Acanthophora spicifera","","Full","https://www.cabi.org/isc/datasheet/107763",
"Chthamalus proteus","","Full","https://www.cabi.org/isc/datasheet/107766",
"Codium fragile subsp. tomentosoides","","Full","https://www.cabi.org/isc/datasheet/107769",
"Dreissena rostriformis bugensis","quagga mussel","Full","https://www.cabi.org/isc/datasheet/107770",
"Gracilaria salicornia","","Full","https://www.cabi.org/isc/datasheet/107771",
"Hypnea musciformis","","Full","https://www.cabi.org/isc/datasheet/107773",
"Limnoperna fortunei","golden mussel","Full","https://www.cabi.org/isc/datasheet/107775",
"Acentrogobius pflaumii","","Full","https://www.cabi.org/isc/datasheet/107779",
"Varroa destructor","Varroa mite","Full","https://www.cabi.org/isc/datasheet/107784",
"Railways and roadsides (habitat)","","Full","https://www.cabi.org/isc/datasheet/107787",
"Emex australis","Doublegee","Full","https://www.cabi.org/isc/datasheet/20826",
"Emex spinosa","spiny emex","Full","https://www.cabi.org/isc/datasheet/20827",
"Emilia sonchifolia","red tasselflower","Full","https://www.cabi.org/isc/datasheet/20833",
"Ferrisia virgata","striped mealybug","Full","https://www.cabi.org/isc/datasheet/23981",
"Festuca arundinacea","tall fescue","Full","https://www.cabi.org/isc/datasheet/23983",
"Festuca pratensis","meadow fescue","Full","https://www.cabi.org/isc/datasheet/23988",
"Paspalum urvillei","Vasey grass","Full","https://www.cabi.org/isc/datasheet/109621",
"Noaea mucronata","thorny saltwort","Full","https://www.cabi.org/isc/datasheet/109636",
"Plantago coronopus","Buck's-horn plantain","Full","https://www.cabi.org/isc/datasheet/109678",
"avipox","","Full","https://www.cabi.org/isc/datasheet/109699",
"Isatis tinctoria","dyer's woad","Full","https://www.cabi.org/isc/datasheet/28902",
"Ischaemum rugosum","saramollagrass","Full","https://www.cabi.org/isc/datasheet/28909",
"Grevillea robusta","silky oak","Full","https://www.cabi.org/isc/datasheet/25866",
"Gremmeniella abietina","Brunchorstia disease","Full","https://www.cabi.org/isc/datasheet/25892",
"Fusarium oxysporum f.sp. cubense","Panama disease of banana","Full","https://www.cabi.org/isc/datasheet/24621",
"Fusarium oxysporum f.sp. elaeidis","fusarium wilt of oil palm","Full","https://www.cabi.org/isc/datasheet/24639",
"Hyparrhenia rufa","Jaragua grass","Full","https://www.cabi.org/isc/datasheet/27716",
"Echinochloa crus-galli","barnyard grass","Full","https://www.cabi.org/isc/datasheet/20367",
"Echinochloa colona","junglerice","Full","https://www.cabi.org/isc/datasheet/20368",
"Harmonia axyridis","harlequin ladybird","Full","https://www.cabi.org/isc/datasheet/26515",
"Eclipta prostrata","eclipta","Full","https://www.cabi.org/isc/datasheet/20395",
"Verbesina encelioides","golden crownbeard","Full","https://www.cabi.org/isc/datasheet/20396",
"Batrachochytrium dendrobatidis","Bd","Full","https://www.cabi.org/isc/datasheet/109124",
"Brachidontes pharaonis","","Full","https://www.cabi.org/isc/datasheet/109127",
"Bunias orientalis","Turkish warty-cabbage","Full","https://www.cabi.org/isc/datasheet/109130",
"Centaurea iberica","Iberian starthistle","Full","https://www.cabi.org/isc/datasheet/109132",
"Centaurea melitensis","Maltese starthistle","Full","https://www.cabi.org/isc/datasheet/109133",
"Channa marulius","bullseye snakehead","Full","https://www.cabi.org/isc/datasheet/109134",
"Charybdis hellerii","","Full","https://www.cabi.org/isc/datasheet/109135",
"Gonionemus vertens","","Full","https://www.cabi.org/isc/datasheet/109138",
"Lagerstroemia indica","Indian crape myrtle","Full","https://www.cabi.org/isc/datasheet/29669",
"Grateloupia turuturu","","Full","https://www.cabi.org/isc/datasheet/109142",
"Hemigrapsus takanoi","brush-clawed shore crab","Full","https://www.cabi.org/isc/datasheet/109143",
"Limnoria lignorum","gribble","Full","https://www.cabi.org/isc/datasheet/109146",
"Limnoria quadripunctata","gribble","Full","https://www.cabi.org/isc/datasheet/109147",
"Ludwigia grandiflora","water primrose","Full","https://www.cabi.org/isc/datasheet/109148",
"Palaemon macrodactylus","oriental shrimp","Full","https://www.cabi.org/isc/datasheet/109150",
"Persicaria perfoliata","mile-a-minute weed","Full","https://www.cabi.org/isc/datasheet/109155",
"Pterois volitans","lionfish","Full","https://www.cabi.org/isc/datasheet/109158",
"Tilapia mariae","spotted tilapia","Full","https://www.cabi.org/isc/datasheet/109161",
"Vespa velutina","Asian hornet","Full","https://www.cabi.org/isc/datasheet/109164",
"Icerya purchasi","cottony cushion scale","Full","https://www.cabi.org/isc/datasheet/28432",
"Gliricidia sepium","gliricidia","Full","https://www.cabi.org/isc/datasheet/25380",
"Iguana iguana","iguana","Full","https://www.cabi.org/isc/datasheet/28477",
"Ficus microcarpa","Indian laurel tree","Full","https://www.cabi.org/isc/datasheet/24130",
"Ficus pumila","creeping fig","Full","https://www.cabi.org/isc/datasheet/24162",
"Ficus religiosa","sacred fig tree","Full","https://www.cabi.org/isc/datasheet/24168",
"oomycete infections in fish","","Full","https://www.cabi.org/isc/datasheet/71941",
"avian mycoplasmosis (Mycoplasma synoviae)","","Full","https://www.cabi.org/isc/datasheet/74552",
"Petiveria alliacea","guinea hen weed","Full","https://www.cabi.org/isc/datasheet/70236",
"Petromyzon marinus","sea lamprey","Full","https://www.cabi.org/isc/datasheet/70237",
"Littorina littorea","common periwinkle","Full","https://www.cabi.org/isc/datasheet/76460",
"Molothrus bonariensis","shiny cowbird","Full","https://www.cabi.org/isc/datasheet/75202",
"Nasua nasua","ring-tailed coati","Full","https://www.cabi.org/isc/datasheet/74001",
"Nasua narica","white-nosed coati","Full","https://www.cabi.org/isc/datasheet/74002",
"Hypophthalmichthys molitrix","silver carp","Full","https://www.cabi.org/isc/datasheet/79036",
"Bothriocephalus acheilognathi infection","","Full","https://www.cabi.org/isc/datasheet/120803",
"Phyllocnistis citrella","citrus leaf miner","Full","https://www.cabi.org/isc/datasheet/40831",
"Botryosphaeria berengeriana f.sp. pyricola","Physalospora canker","Full","https://www.cabi.org/isc/datasheet/40842",
"Prosopis juliflora","mesquite","Full","https://www.cabi.org/isc/datasheet/43942",
"Cyclosorus parasiticus","parasitic maiden fern","Full","https://www.cabi.org/isc/datasheet/120368",
"Puccinia kuehnii","orange rust","Full","https://www.cabi.org/isc/datasheet/45818",
"Polistes dominula","European paper wasp","Full","https://www.cabi.org/isc/datasheet/42750",
"Austropuccinia psidii","myrtle rust","Full","https://www.cabi.org/isc/datasheet/45846",
"Schefflera actinophylla","umbrella tree","Full","https://www.cabi.org/isc/datasheet/48920",
"Lobesia botrana","European grapevine moth","Full","https://www.cabi.org/isc/datasheet/42794",
"Thekopsora areolata","cherry spruce rust","Full","https://www.cabi.org/isc/datasheet/45892",
"Schizolobium parahyba","Brazilian fern tree","Full","https://www.cabi.org/isc/datasheet/48989",
"Geophagus brasiliensis","pearl cichlid","Full","https://www.cabi.org/isc/datasheet/121012",
"Pethia conchonius","","Full","https://www.cabi.org/isc/datasheet/121017",
"Rocio octofasciata","Jack Dempsey","Full","https://www.cabi.org/isc/datasheet/121018",
"Pyrrhalta luteola","elm leaf beetle","Full","https://www.cabi.org/isc/datasheet/44619",
"Trichopodus trichopterus","three spot gourami","Full","https://www.cabi.org/isc/datasheet/121020",
"Pinus caribaea","Caribbean pine","Full","https://www.cabi.org/isc/datasheet/41573",
"Pinus contorta","lodgepole pine","Full","https://www.cabi.org/isc/datasheet/41577",
"Parthenocissus quinquefolia","Virginia creeper","Full","https://www.cabi.org/isc/datasheet/44676",
"Deroceras invadens","tramp slug","Full","https://www.cabi.org/isc/datasheet/121099",
"Rottboellia cochinchinensis","itch grass","Full","https://www.cabi.org/isc/datasheet/47782",
"Phormium tenax","New Zealand flax","Full","https://www.cabi.org/isc/datasheet/40302",
"Populus alba","silver-leaf poplar","Full","https://www.cabi.org/isc/datasheet/43426",
"Phoracantha recurva","eucalyptus longhorned borer","Full","https://www.cabi.org/isc/datasheet/40371",
"Phoracantha semipunctata","eucalyptus longhorned borer","Full","https://www.cabi.org/isc/datasheet/40372",
"Plum pox virus","sharka","Full","https://www.cabi.org/isc/datasheet/42203",
"Megaplatypus mutatus","","Full","https://www.cabi.org/isc/datasheet/42293",
"Salvinia auriculata","giant salvinia","Full","https://www.cabi.org/isc/datasheet/48444",
"Salvinia molesta","kariba weed","Full","https://www.cabi.org/isc/datasheet/48447",
"Parkia biglobosa","néré","Full","https://www.cabi.org/isc/datasheet/44162",
"Rhododendron ponticum","rhododendron","Full","https://www.cabi.org/isc/datasheet/47272",
"Phyllanthus urinaria","leafflower","Full","https://www.cabi.org/isc/datasheet/46061",
"Amphibalanus improvisus","bay barnacle","Full","https://www.cabi.org/isc/datasheet/91903",
"brucellosis (Brucella ovis)","","Full","https://www.cabi.org/isc/datasheet/90731",
"brucellosis (Brucella melitensis)","","Full","https://www.cabi.org/isc/datasheet/90734",
"brucellosis (Brucella abortus)","","Full","https://www.cabi.org/isc/datasheet/90735",
"Anolis cristatellus","Puerto Rican crested anole","Full","https://www.cabi.org/isc/datasheet/93810",
"Anolis trinitatis","St Vincent bush anole","Full","https://www.cabi.org/isc/datasheet/93831",
"Bubalus bubalis","Asian water buffalo","Full","https://www.cabi.org/isc/datasheet/90762",
"Aspius aspius","asp","Full","https://www.cabi.org/isc/datasheet/92623",
"Astronotus ocellatus","oscar","Full","https://www.cabi.org/isc/datasheet/92671",
"Ammotragus lervia","aoudad","Full","https://www.cabi.org/isc/datasheet/94507",
"camel pox","","Full","https://www.cabi.org/isc/datasheet/90206",
"Aquila chrysaetos","golden eagle","Full","https://www.cabi.org/isc/datasheet/93340",
"Canis lupus familiaris","dogs","Full","https://www.cabi.org/isc/datasheet/90295",
"Canis latrans","Coyote","Full","https://www.cabi.org/isc/datasheet/90296",
"spring viraemia of carp","","Full","https://www.cabi.org/isc/datasheet/96466",
"Alburnus alburnus","bleak","Full","https://www.cabi.org/isc/datasheet/95206",
"Anopheles quadrimaculatus","common malaria mosquito","Full","https://www.cabi.org/isc/datasheet/94031",
"Callosobruchus chinensis","Chinese bruchid","Full","https://www.cabi.org/isc/datasheet/10986",
"Callosobruchus maculatus","cowpea weevil","Full","https://www.cabi.org/isc/datasheet/10987",
"Chilo suppressalis","striped rice stem borer","Full","https://www.cabi.org/isc/datasheet/12855",
"Chilo partellus","spotted stem borer","Full","https://www.cabi.org/isc/datasheet/12859",
"Dalbergia sissoo","","Full","https://www.cabi.org/isc/datasheet/17808",
"Cinnamomum burmanni","padang cassia","Full","https://www.cabi.org/isc/datasheet/13516",
"Cinnamomum camphora","camphor laurel","Full","https://www.cabi.org/isc/datasheet/13519",
"Bursaphelenchus xylophilus","pine wilt nematode","Full","https://www.cabi.org/isc/datasheet/10448",
"Cinnamomum verum","cinnamon","Full","https://www.cabi.org/isc/datasheet/13573",
"Cinara cupressi sensu lato","Cypress aphid","Full","https://www.cabi.org/isc/datasheet/13579",
"Iris domestica","blackberry lily","Full","https://www.cabi.org/isc/datasheet/62815878",
"Mycosphaerella gibsonii","needle blight of pine","Full","https://www.cabi.org/isc/datasheet/12359",
"Ceratitis capitata","Mediterranean fruit fly","Full","https://www.cabi.org/isc/datasheet/12367",
"Phoma tracheiphila","mal secco","Full","https://www.cabi.org/isc/datasheet/18512",
"Ceratitis rosa","Natal fruit fly","Full","https://www.cabi.org/isc/datasheet/12378",
"Delonix regia","flamboyant","Full","https://www.cabi.org/isc/datasheet/18521",
"Corvus splendens","house crow","Full","https://www.cabi.org/isc/datasheet/15463",
"Clematis vitalba","old man's beard","Full","https://www.cabi.org/isc/datasheet/14280",
"Cymbopogon citratus","citronella grass","Full","https://www.cabi.org/isc/datasheet/17377",
"Crocidosema plebejana","cotton tipworm","Full","https://www.cabi.org/isc/datasheet/16130",
"Cronartium flaccidum","Scots pine blister rust","Full","https://www.cabi.org/isc/datasheet/16148",
"Cronartium ribicola","white pine blister rust","Full","https://www.cabi.org/isc/datasheet/16154",
"Crotalaria spectabilis","showy rattlepod","Full","https://www.cabi.org/isc/datasheet/16161",
"Ditylenchus angustus","rice stem nematode","Full","https://www.cabi.org/isc/datasheet/19285",
"Ditylenchus destructor","potato tuber nematode","Full","https://www.cabi.org/isc/datasheet/19286",
"Ditylenchus dipsaci","stem and bulb nematode","Full","https://www.cabi.org/isc/datasheet/19287",
"Dioscorea alata","white yam","Full","https://www.cabi.org/isc/datasheet/19293",
"Dioscorea bulbifera","air potato","Full","https://www.cabi.org/isc/datasheet/19295",
"Datura metel","Hindu datura","Full","https://www.cabi.org/isc/datasheet/18005",
"Datura stramonium","jimsonweed","Full","https://www.cabi.org/isc/datasheet/18006",
"tuberculosis","","Full","https://www.cabi.org/isc/datasheet/60867",
"tularaemia","","Full","https://www.cabi.org/isc/datasheet/60870",
