"Scientific name","Common name","Coverage","URL",
"Cryptotermes brevis","powderpost termite","Full","https://www.cabi.org/isc/datasheet/16441",
"Chrysomphalus dictyospermi","dictyospermum scale","Full","https://www.cabi.org/isc/datasheet/13378",
"Chrysomphalus aonidum","circular scale","Full","https://www.cabi.org/isc/datasheet/13379",
"Crassula helmsii","Australian swamp stonecrop","Full","https://www.cabi.org/isc/datasheet/16463",
"Crataegus monogyna","hawthorn","Full","https://www.cabi.org/isc/datasheet/16496",
"Ceratocystis fimbriata","Ceratocystis blight","Full","https://www.cabi.org/isc/datasheet/12143",
"Ceratocystis platani","canker stain of plane","Full","https://www.cabi.org/isc/datasheet/12144",
"Ophiostoma ulmi","Dutch elm disease","Full","https://www.cabi.org/isc/datasheet/12165",
"Dendrocalamus strictus","male bamboo","Full","https://www.cabi.org/isc/datasheet/18329",
"Conyza bonariensis","hairy fleabane","Full","https://www.cabi.org/isc/datasheet/15250",
"Conyza canadensis","Canadian fleabane","Full","https://www.cabi.org/isc/datasheet/15251",
"Conyza sumatrensis","tall fleabane","Full","https://www.cabi.org/isc/datasheet/15252",
"Pseudocercospora angolensis","leaf spot of Citrus spp.","Full","https://www.cabi.org/isc/datasheet/12184",
"Dendroctonus frontalis","southern pine beetle","Full","https://www.cabi.org/isc/datasheet/18349",
"Coptotermes","termites","Full","https://www.cabi.org/isc/datasheet/15279",
"Dendroctonus micans","great spruce bark beetle","Full","https://www.cabi.org/isc/datasheet/18352",
"Dendroctonus ponderosae","black hills beetle","Full","https://www.cabi.org/isc/datasheet/18354",
"Coptotermes curvignathus","rubber termite","Full","https://www.cabi.org/isc/datasheet/15282",
"Coptotermes formosanus","Formosan subterranean termite","Full","https://www.cabi.org/isc/datasheet/15284",
"Dendroctonus valens","red turpentine beetle","Full","https://www.cabi.org/isc/datasheet/18360",
"Calliandra houstoniana var. calothyrsus","calliandra","Full","https://www.cabi.org/isc/datasheet/14011",
"Cupressus sempervirens","Mediterranean cypress","Full","https://www.cabi.org/isc/datasheet/17105",
"Cuscuta campestris","field dodder","Full","https://www.cabi.org/isc/datasheet/17111",
"Cuscuta europaea","European dodder","Full","https://www.cabi.org/isc/datasheet/17113",
"Cuscuta epithymum","alfalfa dodder","Full","https://www.cabi.org/isc/datasheet/17114",
"Cuscuta japonica","Japanese dodder","Full","https://www.cabi.org/isc/datasheet/17116",
"Cleome rutidosperma","fringed spiderflower","Full","https://www.cabi.org/isc/datasheet/14044",
"Cleome viscosa","Asian spiderflower","Full","https://www.cabi.org/isc/datasheet/14045",
"Calopogonium mucunoides","calopo","Full","https://www.cabi.org/isc/datasheet/14060",
"Grapevine yellows phytoplasmas","","Full","https://www.cabi.org/isc/datasheet/14061",
"Dinoderus minutus","bamboo borer","Full","https://www.cabi.org/isc/datasheet/19035",
"Trifolium hybridum","alsike clover","Full","https://www.cabi.org/isc/datasheet/60635",
"Tridentiger trigonocephalus","chameleon goby","Full","https://www.cabi.org/isc/datasheet/15017603",
"Scardinius erythrophthalmus","rudd","Full","https://www.cabi.org/isc/datasheet/65689",
"Urosalpinx cinerea","American oyster drill","Full","https://www.cabi.org/isc/datasheet/60187",
"Rutilus rutilus","roach","Full","https://www.cabi.org/isc/datasheet/66337",
"viral haemorrhagic septicaemia","","Full","https://www.cabi.org/isc/datasheet/66346",
"Poecilia latipinna","sailfin molly","Full","https://www.cabi.org/isc/datasheet/68203",
"Poecilia reticulata","guppy","Full","https://www.cabi.org/isc/datasheet/68208",
"Theba pisana","white garden snail","Full","https://www.cabi.org/isc/datasheet/62094",
"Abutilon grandifolium","hairy Indian mallow","Full","https://www.cabi.org/isc/datasheet/111972",
"Deparia petersenii subsp. petersenii","Petersen’s lady fern","Full","https://www.cabi.org/isc/datasheet/113835",
"Schismus arabicus","Arabian schismus","Full","https://www.cabi.org/isc/datasheet/116949",
"Dichanthium annulatum","Kleberg's bluestem","Full","https://www.cabi.org/isc/datasheet/113873",
"Schizoporella japonica","orange ripple bryozoan","Full","https://www.cabi.org/isc/datasheet/116955",
"Axonopus fissifolius","","Full","https://www.cabi.org/isc/datasheet/112632",
"Bacopa monnieri","water hyssop","Full","https://www.cabi.org/isc/datasheet/112638",
"Nasturtium microphyllum","one-row watercress","Full","https://www.cabi.org/isc/datasheet/115735",
"Neogobius fluviatilis","monkey goby","Full","https://www.cabi.org/isc/datasheet/115759",
"Bemisia tabaci (MED)","silverleaf whitefly","Full","https://www.cabi.org/isc/datasheet/112682",
"Neyraudia reynaudiana","burma reed","Full","https://www.cabi.org/isc/datasheet/115785",
"Trifolium angustifolium","narrow-leaf clover","Full","https://www.cabi.org/isc/datasheet/117604",
"Glyceria declinata","small sweet grass","Full","https://www.cabi.org/isc/datasheet/114599",
"Ligustrum lucidum","broad-leaf privet","Full","https://www.cabi.org/isc/datasheet/30751",
"Ligustrum obtusifolium","border privet","Full","https://www.cabi.org/isc/datasheet/30755",
"Descurainia sophia","flixweed","Full","https://www.cabi.org/isc/datasheet/110230",
"Dioscorea cayenensis","Guinea yam","Full","https://www.cabi.org/isc/datasheet/110232",
"Ligustrum robustum subsp. walkeri","Sri Lankan privet","Full","https://www.cabi.org/isc/datasheet/30761",
"Ligustrum sinense","Chinese privet","Full","https://www.cabi.org/isc/datasheet/30763",
"Ligustrum vulgare","common privet","Full","https://www.cabi.org/isc/datasheet/30764",
"Hyptis suaveolens","pignut","Full","https://www.cabi.org/isc/datasheet/110258",
"Leonotis nepetifolia","Christmas candlestick","Full","https://www.cabi.org/isc/datasheet/110266",
"Lygodium microphyllum","old world climbing fern","Full","https://www.cabi.org/isc/datasheet/110270",
"Macroptilium atropurpureum","siratro","Full","https://www.cabi.org/isc/datasheet/110272",
"Polycarpon tetraphyllum","fourleaf allseed","Full","https://www.cabi.org/isc/datasheet/116427",
"Neonotonia wightii","perennial soybean","Full","https://www.cabi.org/isc/datasheet/110283",
"Ocimum tenuiflorum","holy basil","Full","https://www.cabi.org/isc/datasheet/110287",
"Clematis terniflora","sweet autumn clematis","Full","https://www.cabi.org/isc/datasheet/113362",
"Microcyclus ulei","South American leaf blight of rubber","Full","https://www.cabi.org/isc/datasheet/33893",
"Pomacea maculata","","Full","https://www.cabi.org/isc/datasheet/116486",
"Portulaca pilosa","kiss-me-quick","Full","https://www.cabi.org/isc/datasheet/116493",
"Maize streak virus","streak disease of maize","Full","https://www.cabi.org/isc/datasheet/32620",
"Aleurotrachelus atratus","palm-infesting whitefly","Full","https://www.cabi.org/isc/datasheet/112108",
"Nassella trichotoma","serrated tussock grass","Full","https://www.cabi.org/isc/datasheet/35726",
"Lepidium latifolium","perennial pepperweed","Full","https://www.cabi.org/isc/datasheet/115209",
"Matsucoccus josephi","Israeli pine bast scale","Full","https://www.cabi.org/isc/datasheet/32658",
"Passiflora foetida","red fruit passion flower","Full","https://www.cabi.org/isc/datasheet/38800",
"Passiflora tripartita var. mollissima","banana passionfruit","Full","https://www.cabi.org/isc/datasheet/38802",
"Passiflora suberosa","corkystem passionflower","Full","https://www.cabi.org/isc/datasheet/38805",
"Lepidium perfoliatum","clasping pepperweed","Full","https://www.cabi.org/isc/datasheet/115212",
"Alyssum desertorum","desert madwort","Full","https://www.cabi.org/isc/datasheet/112171",
"Falcataria moluccana","batai wood","Full","https://www.cabi.org/isc/datasheet/38847",
"Amaranthus tricolor","edible amaranth","Full","https://www.cabi.org/isc/datasheet/112199",
"Mangifera indica","mango","Full","https://www.cabi.org/isc/datasheet/34505",
"Ehrharta calycina","perennial veldtgrass","Full","https://www.cabi.org/isc/datasheet/114037",
"Ehrharta erecta","panic veldtgrass","Full","https://www.cabi.org/isc/datasheet/114038",
"Manilkara zapota","sapodilla","Full","https://www.cabi.org/isc/datasheet/34560",
"Microlaena stipoides","meadow rice grass, meadow ricegrass","Full","https://www.cabi.org/isc/datasheet/114040",
"Monomorium destructor","Singapore ant","Full","https://www.cabi.org/isc/datasheet/34581",
"Elephantopus mollis","elephant's foot","Full","https://www.cabi.org/isc/datasheet/114063",
"Silene gallica","common catchfly","Full","https://www.cabi.org/isc/datasheet/117143",
"Opogona sacchari","banana moth","Full","https://www.cabi.org/isc/datasheet/37683",
"Acer negundo","box elder","Full","https://www.cabi.org/isc/datasheet/2862",
"Acer platanoides","Norway maple","Full","https://www.cabi.org/isc/datasheet/2883",
"Acer pseudoplatanus","sycamore","Full","https://www.cabi.org/isc/datasheet/2884",
"Acer rufinerve","grey snake-bark maple","Full","https://www.cabi.org/isc/datasheet/2889",
"Lemna perpusilla","duckweed","Full","https://www.cabi.org/isc/datasheet/30243",
"Nomadacris septemfasciata","red locust","Full","https://www.cabi.org/isc/datasheet/36481",
"Atriplex argentea","silverscale saltbush","Full","https://www.cabi.org/isc/datasheet/119057",
"Cervus canadensis","wapiti","Full","https://www.cabi.org/isc/datasheet/119059",
"Cyperus meyenianus","Meyen's flatsedge","Full","https://www.cabi.org/isc/datasheet/119060",
"Lythrum maritimum","pukamole","Full","https://www.cabi.org/isc/datasheet/119069",
"Oxychilus alliarius","garlic snail","Full","https://www.cabi.org/isc/datasheet/119076",
"Phaius tankervilleae","nun’s-hood orchid","Full","https://www.cabi.org/isc/datasheet/119077",
"Setaria palmifolia","palm grass","Full","https://www.cabi.org/isc/datasheet/119079",
"Mus musculus","house mouse","Full","https://www.cabi.org/isc/datasheet/35218",
"Myroxylon balsamum","Peru balsam","Full","https://www.cabi.org/isc/datasheet/35225",
"Mycosphaerella fijiensis","black Sigatoka","Full","https://www.cabi.org/isc/datasheet/35278",
"Ageratum conyzoides","billy goat weed","Full","https://www.cabi.org/isc/datasheet/3572",
"Ageratum houstonianum","Blue billygoatweed","Full","https://www.cabi.org/isc/datasheet/3573",
"Mikania micrantha","bitter vine","Full","https://www.cabi.org/isc/datasheet/34095",
"Mikania scandens","","Full","https://www.cabi.org/isc/datasheet/34096",
"Acacia longifolia","golden wattle","Full","https://www.cabi.org/isc/datasheet/2312",
"Acacia mangium","brown salwood","Full","https://www.cabi.org/isc/datasheet/2325",
"Acacia mearnsii","black wattle","Full","https://www.cabi.org/isc/datasheet/2326",
"Acacia melanoxylon","Australian blackwood","Full","https://www.cabi.org/isc/datasheet/2329",
"Banana streak disease","","Full","https://www.cabi.org/isc/datasheet/8548",
"Anolis aeneus","bronze anole","Full","https://www.cabi.org/isc/datasheet/5489",
"Batis maritima","saltwort","Full","https://www.cabi.org/isc/datasheet/8562",
"Pastinaca sativa","parsnip","Full","https://www.cabi.org/isc/datasheet/39028",
"Paysandisia archon","South American palm borer","Full","https://www.cabi.org/isc/datasheet/39083",
"Alhagi maurorum","camelthorn","Full","https://www.cabi.org/isc/datasheet/4215",
"Alocasia macrorrhizos","giant taro","Full","https://www.cabi.org/isc/datasheet/4220",
"Didymella fabae","leaf and pod spot","Full","https://www.cabi.org/isc/datasheet/7304",
"Alectra vogelii","yellow witchweed","Full","https://www.cabi.org/isc/datasheet/4234",
"Didelphis marsupialis","common opossum","Full","https://www.cabi.org/isc/datasheet/84946",
"Acrolepiopsis assectella","leek moth","Full","https://www.cabi.org/isc/datasheet/3017",
"Bixa orellana","annatto","Full","https://www.cabi.org/isc/datasheet/9242",
"Culex quinquefasciatus","southern house mosquito","Full","https://www.cabi.org/isc/datasheet/86848",
"Aphis craccivora","groundnut aphid","Full","https://www.cabi.org/isc/datasheet/6192",
"Rusa marianna","Philippine deer","Full","https://www.cabi.org/isc/datasheet/89935",
"Axis axis","Indian spotted deer","Full","https://www.cabi.org/isc/datasheet/89941",
"Cervus elaphus","red deer","Full","https://www.cabi.org/isc/datasheet/89943",
"Cervus nippon","sika","Full","https://www.cabi.org/isc/datasheet/89944",
"Cettia diphone","Japanese bush-warbler","Full","https://www.cabi.org/isc/datasheet/89968",
"Avena barbata","slender oat","Full","https://www.cabi.org/isc/datasheet/8057",
"Avena fatua","wild oat","Full","https://www.cabi.org/isc/datasheet/8058",
"Avena sterilis","winter wild oat","Full","https://www.cabi.org/isc/datasheet/8062",
"Felis catus","cat","Full","https://www.cabi.org/isc/datasheet/82598",
"Averrhoa carambola","carambola","Full","https://www.cabi.org/isc/datasheet/8082",
"Axonopus compressus","carpet grass","Full","https://www.cabi.org/isc/datasheet/8094",
"Alysicarpus vaginalis","alyce clover","Full","https://www.cabi.org/isc/datasheet/8097",
"Clupeonella cultriventris","Black Sea kilka","Full","https://www.cabi.org/isc/datasheet/88779",
"Cromileptes altivelis","humpback grouper","Full","https://www.cabi.org/isc/datasheet/87544",
"Heterotis niloticus","African bonytongue","Full","https://www.cabi.org/isc/datasheet/80116",
"Corbicula fluminea","Asian clam","Full","https://www.cabi.org/isc/datasheet/88200",
"Coregonus albula","vendace","Full","https://www.cabi.org/isc/datasheet/88207",
"Gammarus tigrinus","","Full","https://www.cabi.org/isc/datasheet/82074",
"Gambusia affinis","western mosquitofish","Full","https://www.cabi.org/isc/datasheet/82079",
"Gambusia holbrooki","eastern mosquitofish","Full","https://www.cabi.org/isc/datasheet/82089",
"Tibouchina urvilleana","princessflower","Full","https://www.cabi.org/isc/datasheet/53848",
"Xanthomonas citri","citrus canker","Full","https://www.cabi.org/isc/datasheet/56921",
"Xanthomonas axonopodis pv. manihotis","cassava bacterial blight","Full","https://www.cabi.org/isc/datasheet/56952",
"Xanthomonas axonopodis pv. phaseoli","bean blight","Full","https://www.cabi.org/isc/datasheet/56962",
"Xanthomonas axonopodis pv. vasculorum","sugarcane gumming disease","Full","https://www.cabi.org/isc/datasheet/56980",
"Tagetes minuta","stinking Roger","Full","https://www.cabi.org/isc/datasheet/52642",
"Uraba lugens","eucalypt leaf skeletonizer","Full","https://www.cabi.org/isc/datasheet/55727",
"Urena lobata","caesar weed","Full","https://www.cabi.org/isc/datasheet/55771",
"Urochloa panicoides","liverseed grass","Full","https://www.cabi.org/isc/datasheet/55773",
"Urocystis agropyri","flag smut of wheat","Full","https://www.cabi.org/isc/datasheet/55784",
"Sitotroga cerealella","grain moth","Full","https://www.cabi.org/isc/datasheet/50238",
"Tetranychus urticae","two-spotted spider mite","Full","https://www.cabi.org/isc/datasheet/53366",
"whirling disease","","Full","https://www.cabi.org/isc/datasheet/59563",
"Tipula paludosa","European crane fly","Full","https://www.cabi.org/isc/datasheet/54013",
"Tithonia diversifolia","Tithonia","Full","https://www.cabi.org/isc/datasheet/54020",
"Euwallacea fornicatus","tea shot-hole borer","Full","https://www.cabi.org/isc/datasheet/57163",
"Xyleborus similis","","Full","https://www.cabi.org/isc/datasheet/57175",
"Xylella fastidiosa","Pierce's disease of grapevines","Full","https://www.cabi.org/isc/datasheet/57195",
"Corynocarpus laevigatus","karaka","Full","https://www.cabi.org/isc/datasheet/59069",
"Haematopota","","Full","https://www.cabi.org/isc/datasheet/101259",
"Chrysops","","Full","https://www.cabi.org/isc/datasheet/103521",
"Anaplasma centrale","","Full","https://www.cabi.org/isc/datasheet/94680",
"Anaplasma mesaeterum","","Full","https://www.cabi.org/isc/datasheet/94681",
"Daphnia","water flea","Full","https://www.cabi.org/isc/datasheet/102727",
"Claviceps sorghicola","","Full","https://www.cabi.org/isc/datasheet/108966",
"Gerwasia variabilis","","Full","https://www.cabi.org/isc/datasheet/108970",
"Spartina anglica","common cordgrass","Full","https://www.cabi.org/isc/datasheet/107739",
"Elm mottle virus","","Full","https://www.cabi.org/isc/datasheet/20843",
"Epichoristodes acerbella","South African carnation tortrix","Full","https://www.cabi.org/isc/datasheet/21538",
"Arkoola nigra","black leaf blight of soybean","Full","https://www.cabi.org/isc/datasheet/109177",
"Idioscopus nagpurensis","mango leafhopper","Full","https://www.cabi.org/isc/datasheet/28471",
"Hirschmanniella miticausa","","Full","https://www.cabi.org/isc/datasheet/27236",
"Hakea gibbosa","rock hakea","Full","https://www.cabi.org/isc/datasheet/27288",
"Mycobacterium bovis","","Full","https://www.cabi.org/isc/datasheet/74507",
"Mycoplasma gallisepticum","","Full","https://www.cabi.org/isc/datasheet/74536",
"rinderpest virus","","Full","https://www.cabi.org/isc/datasheet/74027",
"leptospirosis","","Full","https://www.cabi.org/isc/datasheet/77199",
"Pucciniastrum coryli","","Full","https://www.cabi.org/isc/datasheet/45893",
"Brucella melitensis","","Full","https://www.cabi.org/isc/datasheet/90733",
"Brucella ovis","","Full","https://www.cabi.org/isc/datasheet/90737",
"Trypanosoma","","Full","https://www.cabi.org/isc/datasheet/96918",
"Asterias amurensis","northern Pacific seastar","Full","https://www.cabi.org/isc/datasheet/92632",
"Camelus dromedarius","dromedary camel","Full","https://www.cabi.org/isc/datasheet/90205",
"Campylobacter fetus subsp. venerealis","","Full","https://www.cabi.org/isc/datasheet/90246",
"rabbit hemorrhagic disease virus","","Full","https://www.cabi.org/isc/datasheet/96420",
"alcelaphine herpesvirus 1","","Full","https://www.cabi.org/isc/datasheet/95229",
"Indian citrus ringspot virus","","Full","https://www.cabi.org/isc/datasheet/16653",
"Candidula intersecta","wrinkled dune snail","Full","https://www.cabi.org/isc/datasheet/11164",
"Varroa jacobsoni","Varroa mite","Full","https://www.cabi.org/isc/datasheet/60320",
"Venezuelan equine encephalitis","","Full","https://www.cabi.org/isc/datasheet/60334",
"vesicular stomatitis virus","","Full","https://www.cabi.org/isc/datasheet/60393",
"Callisia fragrans","basketplant","Full","https://www.cabi.org/isc/datasheet/112884",
"Opuntia cochenillifera","cochineal cactus","Full","https://www.cabi.org/isc/datasheet/115966",
"Moraea","Cape tulip","Full","https://www.cabi.org/isc/datasheet/110405",
"Moraea collina","Cape tulip","Full","https://www.cabi.org/isc/datasheet/110455",
"Moraea miniata","two-leaf Cape-tulip","Full","https://www.cabi.org/isc/datasheet/110456",
"Piper sarmentosum","","Full","https://www.cabi.org/isc/datasheet/119782",
"Bidens alba","","Full","https://www.cabi.org/isc/datasheet/119783",
"Mikania cordata","","Full","https://www.cabi.org/isc/datasheet/118575",
"Ludwigia octovalvis","primrose willow","Full","https://www.cabi.org/isc/datasheet/31671",
"Montanoa hibiscifolia","tree daisy","Full","https://www.cabi.org/isc/datasheet/34787",
"Paraergasilus longidigitus","","Full","https://www.cabi.org/isc/datasheet/116124",
"Passiflora subpeltata","white passionflower","Full","https://www.cabi.org/isc/datasheet/116176",
"Artocarpus heterophyllus","jackfruit","Full","https://www.cabi.org/isc/datasheet/1832",
"Solanum campylacanthum","bitter apple","Full","https://www.cabi.org/isc/datasheet/73150135",
"Helianthus annuus","sunflower","Full","https://www.cabi.org/isc/datasheet/26714",
"Percnon gibbesi","sally lightfoot crab","Full","https://www.cabi.org/isc/datasheet/108182",
"Eulachnus rileyi","pine needle aphid","Full","https://www.cabi.org/isc/datasheet/23148",
"Osmerus mordax","rainbow smelt","Full","https://www.cabi.org/isc/datasheet/71169",
"Ostrea edulis","European oyster","Full","https://www.cabi.org/isc/datasheet/71177",
"Leucaspius delineatus","sunbleak","Full","https://www.cabi.org/isc/datasheet/77347",
"Erechtites glomerata","fireweed","Full","https://www.cabi.org/isc/datasheet/120574",
"Salvia occidentalis","West Indian sage","Full","https://www.cabi.org/isc/datasheet/120580",
"Phragmidium bulbosum","blackberry rust","Full","https://www.cabi.org/isc/datasheet/40529",
"Chelicorophium sowinskyi","","Full","https://www.cabi.org/isc/datasheet/120013",
"Pseudococcus elisae","banana mealybug","Full","https://www.cabi.org/isc/datasheet/45085",
"Suid herpesvirus 1","","Full","https://www.cabi.org/isc/datasheet/92831",
"Boophilus annulatus","","Full","https://www.cabi.org/isc/datasheet/91605",
"Boophilus microplus","","Full","https://www.cabi.org/isc/datasheet/91606",
"Boophilus decoloratus","","Full","https://www.cabi.org/isc/datasheet/91607",
"anchor worm disease","","Full","https://www.cabi.org/isc/datasheet/94758",
"caprine arthritis encephalitis virus","","Full","https://www.cabi.org/isc/datasheet/90420",
"Carpodacus mexicanus","house finch","Full","https://www.cabi.org/isc/datasheet/90438",
"glanders","","Full","https://www.cabi.org/isc/datasheet/96170",
"Callidiellum rufipenne","Japanese cedar longhorn beetle","Full","https://www.cabi.org/isc/datasheet/10631",
"Diaporthe helianthi","stem canker of sunflower","Full","https://www.cabi.org/isc/datasheet/18733",
"Cyperus imbricatus","shingle flatsedge","Full","https://www.cabi.org/isc/datasheet/17500",
"Taura syndrome","","Full","https://www.cabi.org/isc/datasheet/61796",
"swine vesicular disease virus","","Full","https://www.cabi.org/isc/datasheet/62454",
"White spot syndrome virus","","Full","https://www.cabi.org/isc/datasheet/66287",
"Steatoda nobilis","false widow spider","Full","https://www.cabi.org/isc/datasheet/119917",
"Chrysolina americana","rosemary beetle","Full","https://www.cabi.org/isc/datasheet/113295",
"Notropis stramineus","","Full","https://www.cabi.org/isc/datasheet/119449",
"Nipaecoccus nipae","spiked mealybug","Full","https://www.cabi.org/isc/datasheet/36334",
"Aeschynomene indica","Indian jointvetch","Full","https://www.cabi.org/isc/datasheet/3451",
"Urochloa platyphylla","broadleaf signalgrass","Full","https://www.cabi.org/isc/datasheet/9669",
"Francisella tularensis","","Full","https://www.cabi.org/isc/datasheet/82952",
"Erythrocebus patas","","Full","https://www.cabi.org/isc/datasheet/82984",
"Reutealis trisperma","Philippine tung","Full","https://www.cabi.org/isc/datasheet/4125",
"Edwardsiella ictaluri","","Full","https://www.cabi.org/isc/datasheet/84397",
"Umbra pygmaea","eastern mudminnow","Full","https://www.cabi.org/isc/datasheet/59964",
"Vincetoxicum nigrum","black swallowwort","Full","https://www.cabi.org/isc/datasheet/55103",
"Trisetacus juniperinus","juniper gall mite","Full","https://www.cabi.org/isc/datasheet/55106",
"Leishmania","","Full","https://www.cabi.org/isc/datasheet/100731",
"Botrylloides perspicuus","","Full","https://www.cabi.org/isc/datasheet/108855",
"Soliva sessilis","","Full","https://www.cabi.org/isc/datasheet/108899",
"Agrius cingulatus","pink-spotted hawkmoth","Full","https://www.cabi.org/isc/datasheet/26945",
"Ips cembrae","large larch bark beetle","Full","https://www.cabi.org/isc/datasheet/28820",
"Ips duplicatus","double-spined bark beetle","Full","https://www.cabi.org/isc/datasheet/28823",
"Ips hauseri","Kyrgyz mountain engraver","Full","https://www.cabi.org/isc/datasheet/28826",
"Ips subelongatus","larch bark beetle","Full","https://www.cabi.org/isc/datasheet/28841",
"Gossypium barbadense","Gallini cotton","Full","https://www.cabi.org/isc/datasheet/25794",
"Fraxinus pennsylvanica","downy ash","Full","https://www.cabi.org/isc/datasheet/24544",
"Hibiscus trionum","Venice mallow","Full","https://www.cabi.org/isc/datasheet/27133",
"Palmaria palmata","dulse","Full","https://www.cabi.org/isc/datasheet/70627",
"Hyalomma truncatum","","Full","https://www.cabi.org/isc/datasheet/79944",
"Allium neapolitanum","False onion weed","Full","https://www.cabi.org/isc/datasheet/87333491",
"Mangroves","","Full","https://www.cabi.org/isc/datasheet/76321",
"Gallid herpesvirus 2","","Full","https://www.cabi.org/isc/datasheet/76375",
"Azolla cristata","","Full","https://www.cabi.org/isc/datasheet/121923",
"Duttaphrynus melanostictus","Asian common toad","Full","https://www.cabi.org/isc/datasheet/121979",
"Platypus quercivorus","oak ambrosia beetle","Full","https://www.cabi.org/isc/datasheet/41902",
"Scirtothrips aurantii","South African citrus thrips","Full","https://www.cabi.org/isc/datasheet/49061",
"Scirtothrips perseae","avocado thrips","Full","https://www.cabi.org/isc/datasheet/49072",
"Bryophyllum proliferum","blooming boxes","Full","https://www.cabi.org/isc/datasheet/74364049",
"Ascidiella aspersa","European sea squirt","Full","https://www.cabi.org/isc/datasheet/92557",
"Acridotheres fuscus","jungle myna","Full","https://www.cabi.org/isc/datasheet/95671",
"myxoma virus","","Full","https://www.cabi.org/isc/datasheet/96316",
"Nipah virus","","Full","https://www.cabi.org/isc/datasheet/96327",
"Kalanchoe beharensis","elephant’s ear kalanchoe","Full","https://www.cabi.org/isc/datasheet/54957309",
"Centratherum punctatum","lark daisy","Full","https://www.cabi.org/isc/datasheet/14608",
"Cichorium endivia","endives","Full","https://www.cabi.org/isc/datasheet/13408",
"Piscirickettsia salmonis","","Full","https://www.cabi.org/isc/datasheet/68865",
"rabies virus","","Full","https://www.cabi.org/isc/datasheet/66456",
"Theileria parva","","Full","https://www.cabi.org/isc/datasheet/62104",
"theileriosis","","Full","https://www.cabi.org/isc/datasheet/62111",
"Salmonella abortusovis","","Full","https://www.cabi.org/isc/datasheet/65273",
"Salmonella pullorum","","Full","https://www.cabi.org/isc/datasheet/65298",
"Blechnum appendiculatum","palm fern","Full","https://www.cabi.org/isc/datasheet/118974",
"Pterolepis glomerata","false meadowbeauty","Full","https://www.cabi.org/isc/datasheet/118975",
"Verbena litoralis","blue vervain","Full","https://www.cabi.org/isc/datasheet/117794",
"Anolis wattsi","Watts' anole","Full","https://www.cabi.org/isc/datasheet/112283",
"Solanum americanum","","Full","https://www.cabi.org/isc/datasheet/117222",
"Cronartium kamtschaticum","Japanese white pine rust","Full","https://www.cabi.org/isc/datasheet/39672",
"Mycosphaerella populorum","septoria leaf spot","Full","https://www.cabi.org/isc/datasheet/35317",
"enzootic abortion of ewes","","Full","https://www.cabi.org/isc/datasheet/83835",
"equine influenza","","Full","https://www.cabi.org/isc/datasheet/84006",
"Dahlia imperialis","bell tree dahlia","Full","https://www.cabi.org/isc/datasheet/23278611",
"Tetropium castaneum","black spruce beetle","Full","https://www.cabi.org/isc/datasheet/55300",
"Xylosandrus ater","","Full","https://www.cabi.org/isc/datasheet/57233",
"Xylosandrus discolor","","Full","https://www.cabi.org/isc/datasheet/57236",
"Xylosandrus mutilatus","camphor shoot beetle","Full","https://www.cabi.org/isc/datasheet/57239",
"Zosterops japonicus","Japanese white-eye","Full","https://www.cabi.org/isc/datasheet/59188",
"Carijoa riisei","branched pipe coral","Full","https://www.cabi.org/isc/datasheet/107829",
"Ipomoea indica","blue morning glory","Full","https://www.cabi.org/isc/datasheet/107833",
"Gerwasia imperialis","","Full","https://www.cabi.org/isc/datasheet/107837",
"Gerwasia rosae","","Full","https://www.cabi.org/isc/datasheet/107838",
"Gerwasia rubi","","Full","https://www.cabi.org/isc/datasheet/107839",
"Hamaspora sinica var. sinica","","Full","https://www.cabi.org/isc/datasheet/107845",
"Phragmidium rosae-multiflorae","","Full","https://www.cabi.org/isc/datasheet/107861",
"Ipomoea nil","Japanese morning glory","Full","https://www.cabi.org/isc/datasheet/107882",
"Heliocarpus americanus","white moho","Full","https://www.cabi.org/isc/datasheet/26613",
"Hemiberlesia pitysophila","pine needle hemiberlesian scale","Full","https://www.cabi.org/isc/datasheet/26650",
"Phyllorhiza punctata","Australian spotted jellyfish","Full","https://www.cabi.org/isc/datasheet/109213",
"Radumeris tasmaniensis","yellow flower wasp","Full","https://www.cabi.org/isc/datasheet/109215",
"Solenopsis papuana","Papuan thief ant","Full","https://www.cabi.org/isc/datasheet/109216",
"Tubastraea coccinea","orange-cup coral","Full","https://www.cabi.org/isc/datasheet/109218",
"Ophiostoma longicollum","","Full","https://www.cabi.org/isc/datasheet/109287",
"Justicia pectoralis","freshcut","Full","https://www.cabi.org/isc/datasheet/29291",
"Myiopsitta monachus","monk parakeet","Full","https://www.cabi.org/isc/datasheet/74616",
"Monopterus albus","Asian swamp eel","Full","https://www.cabi.org/isc/datasheet/74114",
"Lernaea cyprinacea","","Full","https://www.cabi.org/isc/datasheet/77259",
"Cestrum parqui","Chilean jessamine","Full","https://www.cabi.org/isc/datasheet/65624251",
"white tail disease","","Full","https://www.cabi.org/isc/datasheet/121698",
"Indigofera trita","Asian indigo","Full","https://www.cabi.org/isc/datasheet/120416",
"Rubus racemosus","black raspberry","Full","https://www.cabi.org/isc/datasheet/120418",
"Phytophthora megakarya","black pod of cocoa","Full","https://www.cabi.org/isc/datasheet/40979",
"Pinus oocarpa","ocote pine","Full","https://www.cabi.org/isc/datasheet/41673",
"Radopholus citri","","Full","https://www.cabi.org/isc/datasheet/46684",
